Country,Day,Confirmed,Deaths
Netherlands,80,23249,2520
Netherlands,81,24571,2653
Netherlands,82,25746,2747
Netherlands,83,26710,2833
Netherlands,84,27580,2955
Netherlands,85,28316,3145
Netherlands,86,29383,3327
Netherlands,87,30619,3471
Netherlands,88,31766,3613
Netherlands,89,32838,3697
Netherlands,90,33588,3764
Netherlands,91,34317,3929
Netherlands,92,35032,4068
Switzerland,1,0,0
Switzerland,2,0,0
Switzerland,3,0,0
Switzerland,4,0,0
Switzerland,5,0,0
Switzerland,6,0,0
Switzerland,7,0,0
Switzerland,8,0,0
Switzerland,9,0,0
Switzerland,10,0,0
Switzerland,11,0,0
Switzerland,12,0,0
Switzerland,13,0,0
Switzerland,14,0,0
Switzerland,15,0,0
Switzerland,16,0,0
Switzerland,17,0,0
Switzerland,18,0,0
Switzerland,19,0,0
Switzerland,20,0,0
Switzerland,21,0,0
Switzerland,22,0,0
Switzerland,23,0,0
Switzerland,24,0,0
Switzerland,25,0,0
Switzerland,26,0,0
Switzerland,27,0,0
Switzerland,28,0,0
Switzerland,29,0,0
Switzerland,30,0,0
Switzerland,31,0,0
Switzerland,32,0,0
Switzerland,33,0,0
Switzerland,34,0,0
Switzerland,35,1,0
Switzerland,36,1,0
Switzerland,37,8,0
Switzerland,38,8,0
Switzerland,39,18,0
Switzerland,40,27,0
Switzerland,41,42,0
Switzerland,42,56,0
Switzerland,43,90,0
Switzerland,44,114,1
Switzerland,45,214,1
Switzerland,46,268,1
Switzerland,47,337,2
Switzerland,48,374,2
Switzerland,49,491,3
Switzerland,50,652,4
Switzerland,51,652,4
Switzerland,52,1139,11
Switzerland,53,1359,13
Switzerland,54,2200,14
Switzerland,55,2200,14
Switzerland,56,2700,27
Switzerland,57,3028,28
Switzerland,58,4075,41
Switzerland,59,5294,54
Switzerland,60,6575,75
Switzerland,61,7474,98
Switzerland,62,8795,120
Switzerland,63,9877,122
Switzerland,64,10897,153
Switzerland,65,11811,191
Switzerland,66,12928,231
Switzerland,67,14076,264
Switzerland,68,14829,300
Switzerland,69,15922,359
Switzerland,70,16605,433
Switzerland,71,17768,488
Switzerland,72,18827,536
Switzerland,73,19606,591
Switzerland,74,20505,666
Switzerland,75,21100,715
Switzerland,76,21657,765
Switzerland,77,22253,821
Switzerland,78,23280,895
Switzerland,79,24051,948
Switzerland,80,24551,1002
Switzerland,81,25107,1036
Switzerland,82,25415,1106
Switzerland,83,25688,1138
Switzerland,84,25936,1174
Switzerland,85,26336,1239
Switzerland,86,26732,1281
Switzerland,87,27078,1327
Switzerland,88,27404,1368
Switzerland,89,27740,1393
Switzerland,90,27944,1429
Switzerland,91,28063,1478
Switzerland,92,28268,1509
Portugal,1,0,0
Portugal,2,0,0
Portugal,3,0,0
Portugal,4,0,0
Portugal,5,0,0
Portugal,6,0,0
Portugal,7,0,0
Portugal,8,0,0
Portugal,9,0,0
Portugal,10,0,0
Portugal,11,0,0
Portugal,12,0,0
Portugal,13,0,0
Portugal,14,0,0
Portugal,15,0,0
Portugal,16,0,0
Portugal,17,0,0
Portugal,18,0,0
Portugal,19,0,0
Portugal,20,0,0
Portugal,21,0,0
Portugal,22,0,0
Portugal,23,0,0
Portugal,24,0,0
Portugal,25,0,0
Portugal,26,0,0
Portugal,27,0,0
Portugal,28,0,0
Portugal,29,0,0
Portugal,30,0,0
Portugal,31,0,0
Portugal,32,0,0
Portugal,33,0,0
Portugal,34,0,0
Portugal,35,0,0
Portugal,36,0,0
Portugal,37,0,0
Portugal,38,0,0
Portugal,39,0,0
Portugal,40,0,0
Portugal,41,2,0
Portugal,42,2,0
Portugal,43,5,0
Portugal,44,8,0
Portugal,45,13,0
Portugal,46,20,0
Portugal,47,30,0
Portugal,48,30,0
Portugal,49,41,0
Portugal,50,59,0
Portugal,51,59,0
Portugal,52,112,0
Portugal,53,169,0
Portugal,54,245,0
Portugal,55,331,0
Portugal,56,448,1
Portugal,57,448,2
Portugal,58,785,3
Portugal,59,1020,6
Portugal,60,1280,12
Portugal,61,1600,14
Portugal,62,2060,23
Portugal,63,2362,33
Portugal,64,2995,43
Portugal,65,3544,60
Portugal,66,4268,76
Portugal,67,5170,100
Portugal,68,5962,119
Portugal,69,6408,140
Portugal,70,7443,160
Portugal,71,8251,187
Portugal,72,9034,209
Portugal,73,9886,246
Portugal,74,10524,266
Portugal,75,11278,295
Portugal,76,11730,311
Portugal,77,12442,345
Portugal,78,13141,380
Portugal,79,13956,409
Portugal,80,15472,435
Portugal,81,15987,470
Portugal,82,16585,504
Portugal,83,16934,535
Portugal,84,17448,567
Portugal,85,18091,599
Portugal,86,18841,629
Portugal,87,19022,657
Portugal,88,19685,687
Portugal,89,20206,714
Portugal,90,20863,735
Portugal,91,21379,762
Portugal,92,21982,785
India,1,0,0
India,2,0,0
India,3,0,0
India,4,0,0
India,5,0,0
India,6,0,0
India,7,0,0
India,8,0,0
India,9,1,0
India,10,1,0
India,11,1,0
India,12,2,0
India,13,3,0
India,14,3,0
India,15,3,0
India,16,3,0
India,17,3,0
India,18,3,0
India,19,3,0
India,20,3,0
India,21,3,0
India,22,3,0
India,23,3,0
India,24,3,0
India,25,3,0
India,26,3,0
India,27,3,0
India,28,3,0
India,29,3,0
India,30,3,0
India,31,3,0
India,32,3,0
India,33,3,0
India,34,3,0
India,35,3,0
India,36,3,0
India,37,3,0
India,38,3,0
India,39,3,0
India,40,3,0
India,41,5,0
India,42,5,0
India,43,28,0
India,44,30,0
India,45,31,0
India,46,34,0
India,47,39,0
India,48,43,0
India,49,56,0
India,50,62,1
India,51,73,1
India,52,82,2
India,53,102,2
India,54,113,2
India,55,119,2
India,56,142,3
India,57,156,3
India,58,194,4
India,59,244,5
India,60,330,4
India,61,396,7
India,62,499,10
India,63,536,10
India,64,657,12
India,65,727,20
India,66,887,20
India,67,987,24
India,68,1024,27
India,69,1251,32
India,70,1397,35
India,71,1998,58
India,72,2543,72
India,73,2567,72
India,74,3082,86
India,75,3588,99
India,76,4778,136
India,77,5311,150
India,78,5916,178
India,79,6725,226
India,80,7598,246
India,81,8446,288
India,82,9205,331
India,83,10453,358
India,84,11487,393
India,85,12322,405
India,86,13430,448
India,87,14352,486
India,88,15722,521
India,89,17615,559
India,90,18539,592
India,91,20080,645
India,92,21370,681
Peru,1,0,0
Peru,2,0,0
Peru,3,0,0
Peru,4,0,0
Peru,5,0,0
Peru,6,0,0
Peru,7,0,0
Peru,8,0,0
Peru,9,0,0
Peru,10,0,0
Peru,11,0,0
Peru,12,0,0
Peru,13,0,0
Peru,14,0,0
Peru,15,0,0
Peru,16,0,0
Peru,17,0,0
Peru,18,0,0
Peru,19,0,0
Peru,20,0,0
Peru,21,0,0
Peru,22,0,0
Peru,23,0,0
Peru,24,0,0
Peru,25,0,0
Peru,26,0,0
Peru,27,0,0
Peru,28,0,0
Peru,29,0,0
Peru,30,0,0
Peru,31,0,0
Peru,32,0,0
Peru,33,0,0
Peru,34,0,0
Peru,35,0,0
Peru,36,0,0
Peru,37,0,0
Peru,38,0,0
Peru,39,0,0
Peru,40,0,0
Peru,41,0,0
Peru,42,0,0
Peru,43,0,0
Peru,44,0,0
Peru,45,1,0
Peru,46,1,0
Peru,47,6,0
Peru,48,7,0
Peru,49,11,0
Peru,50,11,0
Peru,51,15,0
Peru,52,28,0
Peru,53,38,0
Peru,54,43,0
Peru,55,86,0
Peru,56,117,0
Peru,57,145,0
Peru,58,234,0
Peru,59,234,3
Peru,60,318,5
Peru,61,363,5
Peru,62,395,5
Peru,63,416,7
Peru,64,480,9
Peru,65,580,9
Peru,66,635,11
Peru,67,671,16
Peru,68,852,18
Peru,69,950,24
Peru,70,1065,30
Peru,71,1323,38
Peru,72,1414,55
Peru,73,1595,61
Peru,74,1746,73
Peru,75,2281,83
Peru,76,2561,92
Peru,77,2954,107
Peru,78,4342,121
Peru,79,5256,138
Peru,80,5897,169
Peru,81,6848,181
Peru,82,7519,193
Peru,83,9784,216
Peru,84,10303,230
Peru,85,11475,254
Peru,86,12491,274
Peru,87,13489,300
Peru,88,14420,348
Peru,89,15628,400
Peru,90,16325,445
Peru,91,17837,484
Peru,92,19250,530
Sweden,1,0,0
Sweden,2,0,0
Sweden,3,0,0
Sweden,4,0,0
Sweden,5,0,0
Sweden,6,0,0
Sweden,7,0,0
Sweden,8,0,0
Sweden,9,0,0
Sweden,10,1,0
Sweden,11,1,0
Sweden,12,1,0
Sweden,13,1,0
Sweden,14,1,0
Sweden,15,1,0
Sweden,16,1,0
Sweden,17,1,0
Sweden,18,1,0
Sweden,19,1,0
Sweden,20,1,0
Sweden,21,1,0
Sweden,22,1,0
Sweden,23,1,0
Sweden,24,1,0
Sweden,25,1,0
Sweden,26,1,0
Sweden,27,1,0
Sweden,28,1,0
Sweden,29,1,0
Sweden,30,1,0
Sweden,31,1,0
Sweden,32,1,0
Sweden,33,1,0
Sweden,34,1,0
Sweden,35,1,0
Sweden,36,2,0
Sweden,37,7,0
Sweden,38,7,0
Sweden,39,12,0
Sweden,40,14,0
Sweden,41,15,0
Sweden,42,21,0
Sweden,43,35,0
Sweden,44,94,0
Sweden,45,101,0
Sweden,46,161,0
Sweden,47,203,0
Sweden,48,248,0
Sweden,49,355,0
Sweden,50,500,1
Sweden,51,599,1
Sweden,52,814,1
Sweden,53,961,2
Sweden,54,1022,3
Sweden,55,1103,6
Sweden,56,1190,7
Sweden,57,1279,10
Sweden,58,1439,11
Sweden,59,1639,16
Sweden,60,1763,20
Sweden,61,1934,21
Sweden,62,2046,25
Sweden,63,2286,36
Sweden,64,2526,62
Sweden,65,2840,77
Sweden,66,3069,105
Sweden,67,3447,105
Sweden,68,3700,110
Sweden,69,4028,146
Sweden,70,4435,180
Sweden,71,4947,239
Sweden,72,5568,308
Sweden,73,6131,358
Sweden,74,6443,373
Sweden,75,6830,401
Sweden,76,7206,477
Sweden,77,7693,591
Sweden,78,8419,687
Sweden,79,9141,793
Sweden,80,9685,870
Sweden,81,10151,887
Sweden,82,10483,899
Sweden,83,10948,919
Sweden,84,11445,1033
Sweden,85,11927,1203
Sweden,86,12540,1333
Sweden,87,13216,1400
Sweden,88,13822,1511
Sweden,89,14385,1540
Sweden,90,14777,1580
Sweden,91,15322,1765
Sweden,92,16004,1937
Ireland,1,0,0
Ireland,2,0,0
Ireland,3,0,0
Ireland,4,0,0
Ireland,5,0,0
Ireland,6,0,0
Ireland,7,0,0
Ireland,8,0,0
Ireland,9,0,0
Ireland,10,0,0
Ireland,11,0,0
Ireland,12,0,0
Ireland,13,0,0
Ireland,14,0,0
Ireland,15,0,0
Ireland,16,0,0
Ireland,17,0,0
Ireland,18,0,0
Ireland,19,0,0
Ireland,20,0,0
Ireland,21,0,0
Ireland,22,0,0
Ireland,23,0,0
Ireland,24,0,0
Ireland,25,0,0
Ireland,26,0,0
Ireland,27,0,0
Ireland,28,0,0
Ireland,29,0,0
Ireland,30,0,0
Ireland,31,0,0
Ireland,32,0,0
Ireland,33,0,0
Ireland,34,0,0
Ireland,35,0,0
Ireland,36,0,0
Ireland,37,0,0
Ireland,38,0,0
Ireland,39,1,0
Ireland,40,1,0
Ireland,41,1,0
Ireland,42,2,0
Ireland,43,6,0
Ireland,44,6,0
Ireland,45,18,0
Ireland,46,18,0
Ireland,47,19,0
Ireland,48,21,0
Ireland,49,34,0
Ireland,50,43,1
Ireland,51,43,1
Ireland,52,90,1
Ireland,53,129,2
Ireland,54,129,2
Ireland,55,169,2
Ireland,56,223,2
Ireland,57,292,2
Ireland,58,557,3
Ireland,59,683,3
Ireland,60,785,3
Ireland,61,906,4
Ireland,62,1125,6
Ireland,63,1329,7
Ireland,64,1564,9
Ireland,65,1819,19
Ireland,66,2121,22
Ireland,67,2415,36
Ireland,68,2615,46
Ireland,69,2910,54
Ireland,70,3235,71
Ireland,71,3447,85
Ireland,72,3849,98
Ireland,73,4273,120
Ireland,74,4604,137
Ireland,75,4994,158
Ireland,76,5364,174
Ireland,77,5709,210
Ireland,78,6074,235
Ireland,79,6574,263
Ireland,80,8089,287
Ireland,81,8928,320
Ireland,82,9655,334
Ireland,83,10647,365
Ireland,84,11479,406
Ireland,85,12547,444
Ireland,86,13271,486
Ireland,87,13980,530
Ireland,88,14758,571
Ireland,89,15251,610
Ireland,90,15652,687
Ireland,91,16040,730
Ireland,92,16671,769
